record_id,company_id,company_name,period_end,period_type,scenario,metric_group,metric_code,metric_name,value_numeric,value_display,unit,currency,status,source_file_or_url,source_reference,source_url,is_actual,is_proxy,notes
RU8604005359_PROJECT_DSCR_2030,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2030-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_DSCR,DSCR новой сделки - EBITDA / лизинговый платеж,1.0444314394723815,1.0444314394723815,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!G21,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_BALANCE_OPENING_2030,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2030-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_OPENING,Остаток лизингового обязательства на начало года,569652.9566406987,569652.9566406987,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!B8,,нет,да,
RU8604005359_PROJECT_LEASE_BALANCE_CLOSING_2030,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2030-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_CLOSING,Остаток лизингового обязательства на конец года,540531.7237815944,540531.7237815944,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!F8,,нет,да,
RU8604005359_PROJECT_HOURLY_RATE_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_HOURLY_RATE,Ставка летного часа,765768.9375000002,765768.9375000002,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H4,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FLIGHT_HOURS_ANNUAL_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FLIGHT_HOURS_ANNUAL,Годовой налет,600.0,600,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H5,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_REVENUE_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_REVENUE,Выручка проекта,459461.3625000001,459461.3625000001,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H6,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OPEX_EX_MRO_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OPEX_EX_MRO,OPEX без ТОиР,137767.19223881254,137767.19223881254,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H7,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_MRO_RESERVE_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_MRO_RESERVE,Резерв ТОиР,235776.00342136022,235776.00342136022,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H8,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_TOTAL_OPEX_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_TOTAL_OPEX,Совокупный OPEX,373543.1956601727,373543.1956601727,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H9,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA,EBITDA проекта,85918.16683982738,85918.16683982738,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H10,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_MARGIN_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA_MARGIN,Маржа EBITDA проекта,0.18699758859446503,0.18699758859446503,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H11,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_PAYMENT_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_LEASE_PAYMENT,Годовой лизинговый платеж по новой сделке,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H12,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INTEREST_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INTEREST,Проценты по лизингу,59458.489615975384,59458.489615975384,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H13,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_PRINCIPAL_REPAYMENT_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_PRINCIPAL_REPAYMENT,Погашение основного долга,32324.568473605803,32324.568473605803,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H14,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBIT_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBIT,EBIT проекта,-5864.891249753811,-5864.891249753811,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H15,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INCOME_TAX_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INCOME_TAX,Налог на прибыль проекта,0.0,0,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H16,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_NET_PROFIT_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_NET_PROFIT,Чистая прибыль проекта,-5864.891249753811,-5864.891249753811,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H17,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OCF_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OCF,Операционный денежный поток проекта,85918.16683982738,85918.16683982738,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H18,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FCF_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FCF,Свободный денежный поток проекта,-5864.891249753811,-5864.891249753811,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H19,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_CUMULATIVE_FCF_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_CUMULATIVE_FCF,Накопленный свободный денежный поток проекта,61281.019597054605,61281.019597054605,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H20,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_DSCR_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_DSCR,DSCR новой сделки - EBITDA / лизинговый платеж,0.9361005029487074,0.9361005029487074,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!H21,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_BALANCE_OPENING_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_OPENING,Остаток лизингового обязательства на начало года,540531.7237815944,540531.7237815944,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!B9,,нет,да,
RU8604005359_PROJECT_LEASE_BALANCE_CLOSING_2031,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2031-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_CLOSING,Остаток лизингового обязательства на конец года,508207.15530798864,508207.15530798864,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!F9,,нет,да,
RU8604005359_PROJECT_HOURLY_RATE_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_HOURLY_RATE,Ставка летного часа,804057.3843750003,804057.3843750003,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I4,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FLIGHT_HOURS_ANNUAL_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FLIGHT_HOURS_ANNUAL,Годовой налет,600.0,600,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I5,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_REVENUE_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_REVENUE,Выручка проекта,482434.43062500015,482434.43062500015,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I6,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OPEX_EX_MRO_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OPEX_EX_MRO,OPEX без ТОиР,144655.5518507532,144655.5518507532,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I7,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_MRO_RESERVE_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_MRO_RESERVE,Резерв ТОиР,264069.12383192347,264069.12383192347,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I8,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_TOTAL_OPEX_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_TOTAL_OPEX,Совокупный OPEX,408724.67568267667,408724.67568267667,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I9,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA,EBITDA проекта,73709.75494232349,73709.75494232349,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I10,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_MARGIN_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA_MARGIN,Маржа EBITDA проекта,0.15278709450076258,0.15278709450076258,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I11,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_PAYMENT_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_LEASE_PAYMENT,Годовой лизинговый платеж по новой сделке,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I12,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INTEREST_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INTEREST,Проценты по лизингу,55902.78708387875,55902.78708387875,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I13,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_PRINCIPAL_REPAYMENT_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_PRINCIPAL_REPAYMENT,Погашение основного долга,35880.27100570244,35880.27100570244,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I14,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBIT_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBIT,EBIT проекта,-18073.3031472577,-18073.3031472577,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I15,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INCOME_TAX_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INCOME_TAX,Налог на прибыль проекта,0.0,0,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I16,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_NET_PROFIT_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_NET_PROFIT,Чистая прибыль проекта,-18073.3031472577,-18073.3031472577,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I17,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OCF_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OCF,Операционный денежный поток проекта,73709.75494232349,73709.75494232349,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I18,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FCF_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FCF,Свободный денежный поток проекта,-18073.3031472577,-18073.3031472577,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I19,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_CUMULATIVE_FCF_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_CUMULATIVE_FCF,Накопленный свободный денежный поток проекта,43207.716449796906,43207.716449796906,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I20,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_DSCR_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_DSCR,DSCR новой сделки - EBITDA / лизинговый платеж,0.8030867185791742,0.8030867185791742,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!I21,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_BALANCE_OPENING_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_OPENING,Остаток лизингового обязательства на начало года,508207.15530798864,508207.15530798864,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!B10,,нет,да,
RU8604005359_PROJECT_LEASE_BALANCE_CLOSING_2032,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2032-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_CLOSING,Остаток лизингового обязательства на конец года,472326.8843022862,472326.8843022862,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!F10,,нет,да,
RU8604005359_PROJECT_HOURLY_RATE_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_HOURLY_RATE,Ставка летного часа,844260.2535937503,844260.2535937503,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J4,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FLIGHT_HOURS_ANNUAL_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FLIGHT_HOURS_ANNUAL,Годовой налет,600.0,600,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J5,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_REVENUE_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_REVENUE,Выручка проекта,506556.1521562502,506556.1521562502,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J6,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OPEX_EX_MRO_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OPEX_EX_MRO,OPEX без ТОиР,151888.32944329083,151888.32944329083,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J7,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_MRO_RESERVE_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_MRO_RESERVE,Резерв ТОиР,295757.41869175434,295757.41869175434,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J8,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_TOTAL_OPEX_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_TOTAL_OPEX,Совокупный OPEX,447645.74813504517,447645.74813504517,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J9,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA,EBITDA проекта,58910.40402120503,58910.40402120503,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J10,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_MARGIN_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA_MARGIN,Маржа EBITDA проекта,0.11629590080081344,0.11629590080081344,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J11,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_PAYMENT_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_LEASE_PAYMENT,Годовой лизинговый платеж по новой сделке,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J12,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INTEREST_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INTEREST,Проценты по лизингу,51955.95727325148,51955.95727325148,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J13,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_PRINCIPAL_REPAYMENT_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_PRINCIPAL_REPAYMENT,Погашение основного долга,39827.10081632971,39827.10081632971,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J14,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBIT_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBIT,EBIT проекта,-32872.654068376156,-32872.654068376156,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J15,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INCOME_TAX_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INCOME_TAX,Налог на прибыль проекта,0.0,0,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J16,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_NET_PROFIT_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_NET_PROFIT,Чистая прибыль проекта,-32872.654068376156,-32872.654068376156,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J17,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OCF_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OCF,Операционный денежный поток проекта,58910.40402120503,58910.40402120503,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J18,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FCF_2033,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2033-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FCF,Свободный денежный поток проекта,-32872.654068376156,-32872.654068376156,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!J19,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
